,District Number,Zip Codes,District,Campus Number,Campus,Region,County,School Type,Grades Served,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score,Support Label,Public Education Grant,Distinction ELA/Reading,Distinction Mathematics,Distinction Science,Distinction Soc Studies,Distinction Progress,Distinction Closing the Gaps,Distinction Postsecondary Readiness,US Congress District,US Congress Election District,TX House District,TX House Election District,TX Senate District,TX Senate Election District,Campus Enrollment Type
3539,71905,,YSLETA ISD,71905146,THOMAS MANOR,REGION 19: EL PASO,EL PASO,Elementary,KG - 06,No,No,600,89.30%,44.00%,B,89,C,72,A,92,A,92,B,81,B,82,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,16,16,76,77,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3540,71905,,YSLETA ISD,71905147,PARKLAND PRE K CENTER,REGION 19: EL PASO,EL PASO,Elementary,EE - PK,No,No,169,85.20%,31.40%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,16,16,78,79,29,29,SELECTIVE ENRL SCHL-SPCL PGM-BASED
3541,71906,,ANTHONY ISD,71906101,ANTHONY EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,365,70.10%,31.80%,B,87,Not Rated: Senate Bill 1365,67,A,93,A,93,Not Rated: Senate Bill 1365,67,C,74,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3542,71907,,CANUTILLO ISD,71907101,CANUTILLO EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,508,77.80%,42.30%,A,91,C,77,A,91,A,91,B,85,A,90,,,Earned,Earned,Not Earned,,Not Earned,Earned,Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3543,71907,,CANUTILLO ISD,71907102,DEANNA DAVENPORT EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,298,89.90%,47.30%,B,88,C,76,B,89,B,89,B,85,B,86,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3544,71907,,CANUTILLO ISD,71907103,JOSE H DAMIAN EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,523,59.50%,35.60%,C,79,C,72,B,82,B,82,Not Rated: Senate Bill 1365,69,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3545,71907,,CANUTILLO ISD,71907104,BILL CHILDRESS EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,410,72.90%,35.40%,A,93,C,74,A,96,A,96,B,80,B,86,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3546,71907,,CANUTILLO ISD,71907105,GONZALO AND SOFIA GARCIA EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,446,58.10%,29.80%,B,84,C,73,B,86,B,86,C,72,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3547,71907,,CANUTILLO ISD,71907106,CONGRESSMAN SILVESTRE & CAROLINA SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,625,27.20%,39.20%,A,96,A,91,A,94,A,94,B,82,A,100,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,16,16,78,78,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3548,71908,,TORNILLO ISD,71908044,TORNILLO INT,REGION 19: EL PASO,EL PASO,Elementary,5-Mar,No,No,169,94.10%,79.30%,B,88,Not Rated: Senate Bill 1365,65,A,93,A,93,C,73,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3549,71908,,TORNILLO ISD,71908101,TORNILLO EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 02,No,No,204,94.60%,77.50%,B,84,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3550,71909,,SOCORRO ISD,71909101,ROBERT R ROJAS EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,502,89.00%,48.80%,A,90,C,72,A,93,A,93,B,81,B,82,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3551,71909,,SOCORRO ISD,71909102,H D HILLEY EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,541,87.20%,62.80%,B,87,C,72,A,91,A,91,C,79,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3552,71909,,SOCORRO ISD,71909103,O'SHEA KELEHER EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,657,78.10%,30.70%,A,90,C,79,A,93,A,93,B,86,B,83,,,Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3553,71909,,SOCORRO ISD,71909104,CAMPESTRE EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,463,93.10%,47.50%,A,94,C,73,A,97,A,97,B,82,B,86,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3554,71909,,SOCORRO ISD,71909105,HORIZON HEIGHTS EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,960,64.20%,26.80%,A,93,B,83,A,92,A,92,B,86,A,96,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3555,71909,,SOCORRO ISD,71909106,VISTA DEL SOL EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,534,86.30%,33.30%,A,91,C,74,A,94,A,94,B,82,B,83,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3556,71909,,SOCORRO ISD,71909107,HUECO EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,492,86.60%,52.60%,B,86,Not Rated: Senate Bill 1365,69,A,90,A,90,C,75,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3557,71909,,SOCORRO ISD,71909109,MYRTLE COOPER EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,620,74.00%,37.60%,A,93,C,75,A,97,A,97,B,81,B,83,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3558,71909,,SOCORRO ISD,71909110,ESCONTRIAS EARLY CHILD CTR,REGION 19: EL PASO,EL PASO,Elementary,PK - 01,No,No,345,91.30%,52.50%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,23,23,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3559,71909,,SOCORRO ISD,71909111,ESCONTRIAS EL,REGION 19: EL PASO,EL PASO,Elementary,5-Feb,No,No,448,87.70%,51.30%,B,87,C,72,A,92,A,92,B,80,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3560,71909,,SOCORRO ISD,71909112,BENITO MARTINEZ EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,572,78.30%,25.30%,A,90,C,79,B,88,B,88,B,86,A,96,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,16,16,79,79,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3561,71909,,SOCORRO ISD,71909113,SIERRA VISTA EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,758,71.60%,29.70%,B,89,C,72,A,93,A,93,C,75,B,80,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,75,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3562,71909,,SOCORRO ISD,71909114,HELEN BALL EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,647,80.40%,24.40%,A,92,C,76,A,94,A,94,B,83,B,88,,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,79,79,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3563,71909,,SOCORRO ISD,71909115,ELFIDA CHAVEZ EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,737,76.40%,29.40%,B,89,C,72,A,93,A,93,C,79,C,79,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,79,79,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3564,71909,,SOCORRO ISD,71909116,JANE A HAMBRIC SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,934,84.60%,36.40%,A,90,C,76,A,91,A,91,B,84,B,87,,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,16,16,79,74,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3565,71909,,SOCORRO ISD,71909117,ERNESTO SERNA SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,KG - 08,No,No,677,90.10%,41.80%,B,81,C,73,B,82,C,79,B,82,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3566,71909,,SOCORRO ISD,71909118,KEYS EL,REGION 19: EL PASO,EL PASO,Elementary,5-May,No,No,2,50.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,23,23,75,75,29,29,SPECIAL ASSIGNMENT SCHOOL
3567,71909,,SOCORRO ISD,71909119,LUJAN-CHAVEZ EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,958,66.60%,25.90%,A,92,B,85,A,94,A,94,B,88,B,87,,,Earned,Earned,Not Earned,,Earned,Not Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3568,71909,,SOCORRO ISD,71909120,DESERT WIND EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,835,87.50%,51.30%,C,77,Not Rated: Senate Bill 1365,65,C,79,C,79,C,72,C,71,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3569,71909,,SOCORRO ISD,71909121,LOMA VERDE,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,833,60.00%,25.30%,A,97,B,86,A,96,A,96,B,87,A,100,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,16,16,75,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3570,71909,,SOCORRO ISD,71909122,BILL SYBERT SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,777,80.30%,26.00%,A,92,C,79,A,92,A,92,B,87,A,92,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3571,71909,,SOCORRO ISD,71909123,PASO DEL NORTE EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,806,80.50%,31.90%,B,89,C,71,A,94,A,94,C,76,C,78,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,79,74,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3572,71909,,SOCORRO ISD,71909124,JOHN DRUGAN SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,"1,134",56.80%,23.80%,A,90,B,85,A,91,A,91,B,85,B,87,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3573,71909,,SOCORRO ISD,71909126,DR SUE A SHOOK SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,"1,273",65.00%,30.70%,A,92,C,77,A,93,A,93,B,81,B,89,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,16,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3574,71909,,SOCORRO ISD,71909127,SGT ROBERTO ITUARTE,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,764,74.60%,30.90%,A,94,B,82,A,92,A,92,B,87,A,100,,,Earned,Earned,Not Earned,,Not Earned,Earned,Earned,16,16,79,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3575,71909,,SOCORRO ISD,71909128,CHESTER E JORDAN,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,876,72.40%,30.00%,B,88,C,72,A,92,A,92,C,77,C,79,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,79,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3576,71909,,SOCORRO ISD,71909129,JAMES P BUTLER EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,947,57.10%,19.60%,B,86,C,74,A,90,A,90,C,74,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3577,71909,,SOCORRO ISD,71909130,MISSION RIDGE,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,956,79.00%,47.20%,B,88,C,70,A,92,A,92,C,74,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3578,71909,,SOCORRO ISD,71909131,PURPLE HEART EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,962,72.10%,30.90%,B,86,Not Rated: Senate Bill 1365,64,A,90,A,90,Not Rated: Senate Bill 1365,63,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,16,16,79,74,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3579,71909,,SOCORRO ISD,71909132,SGT JOSE F CARRASCO EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,946,57.10%,22.60%,A,92,C,79,A,93,A,93,B,82,B,89,,,Not Earned,Earned,Not Earned,,Earned,Not Earned,Not Earned,16,16,79,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
3580,71909,,SOCORRO ISD,71909133,CACTUS TRAILS,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,"1,013",57.50%,19.40%,A,94,B,89,A,95,A,95,B,88,A,92,,,Earned,Earned,Not Earned,,Earned,Not Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
3581,72801,,PREMIER HIGH SCHOOLS,72801151,FOUNDATION SCHOOL OF AUTISM - SAN ANTONIO,REGION 11: FORT WORTH,ERATH,Elementary,EE - 01,No,Yes,30,43.30%,6.70%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,21,21,121,121,25,25,OPEN ENROLLMENT CHARTER SCHOOL
3582,72801,,PREMIER HIGH SCHOOLS,72801155,PREMIER H S-FOUNDATION SCHOOL OF AUTISM-PLANO,REGION 11: FORT WORTH,ERATH,Elementary,EE - KG,No,Yes,3,100.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,3,4,66,66,8,8,OPEN ENROLLMENT CHARTER SCHOOL
3583,72902,,DUBLIN ISD,72902101,DUBLIN EL,REGION 11: FORT WORTH,ERATH,Elementary,EE - 03,No,No,364,73.90%,20.30%,A,96,A,94,A,94,Not Rated,        .,A,94,A,100,,,Earned,Earned,,,,Earned,Earned,11,25,59,59,30,22,ZONED SCHOOL-TRANSFERS ACCEPTED
3584,72902,,DUBLIN ISD,72902102,DUBLIN INT,REGION 11: FORT WORTH,ERATH,Elementary,6-Apr,No,No,229,72.90%,26.20%,B,89,A,91,A,91,B,80,A,91,B,85,,,Not Earned,Earned,Earned,,Not Earned,Earned,Earned,11,25,59,59,30,22,ZONED SCHOOL-TRANSFERS ACCEPTED
3585,72903,,STEPHENVILLE ISD,72903101,CENTRAL EL,REGION 11: FORT WORTH,ERATH,Elementary,EE - KG,No,No,421,62.00%,19.00%,A,95,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,11,25,59,59,30,22,ZONED SCHOOL-TRANSFERS ACCEPTED
3586,72903,,STEPHENVILLE ISD,72903102,CHAMBERLIN EL,REGION 11: FORT WORTH,ERATH,Elementary,2-Jan,No,No,561,51.30%,16.40%,A,95,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,25,25,59,59,30,22,ZONED SCHOOL-TRANSFERS ACCEPTED
3587,72903,,STEPHENVILLE ISD,72903104,HOOK EL,REGION 11: FORT WORTH,ERATH,Elementary,4-Mar,No,No,540,52.80%,13.90%,A,95,A,91,A,93,A,93,A,90,A,100,,,Earned,Earned,,,Earned,Earned,Earned,11,25,59,59,30,22,ZONED SCHOOL-TRANSFERS ACCEPTED
3588,72910,,MORGAN MILL ISD,72910101,MORGAN MILL EL,REGION 11: FORT WORTH,ERATH,Elementary,PK - 08,No,No,118,50.80%,0.00%,B,86,C,78,A,91,A,91,C,77,C,73,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,11,25,59,59,30,22,ZONED SCHOOL-TRANSFERS ACCEPTED
