,District Number,Zip Codes,District,Region,County,School Type,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score
4573,106901,,CANADIAN ISD,REGION 16: AMARILLO,HEMPHILL,Elementary,No,No,145,36.60%,13.10%,A,95,A,90,A,94,A,94,B,82,A,98
4574,106901,,CANADIAN ISD,REGION 16: AMARILLO,HEMPHILL,Elementary,No,No,198,51.50%,19.70%,A,95,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4575,107901,,ATHENS ISD,REGION 10: RICHARDSON,HENDERSON,Elementary,No,No,439,85.90%,34.60%,B,86,C,77,B,86,B,86,B,85,B,86
4576,107901,,ATHENS ISD,REGION 10: RICHARDSON,HENDERSON,Elementary,No,No,536,77.20%,24.10%,B,80,C,76,B,83,B,80,B,83,C,73
4577,107901,,ATHENS ISD,REGION 10: RICHARDSON,HENDERSON,Elementary,No,No,446,82.70%,32.70%,A,92,B,80,A,95,A,95,B,88,B,85
4578,107902,,BROWNSBORO ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,432,63.00%,9.00%,B,87,B,86,B,87,Not Rated,        .,B,87,B,86
4579,107902,,BROWNSBORO ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,261,64.40%,6.50%,B,83,C,78,B,85,B,85,B,83,C,77
4580,107902,,BROWNSBORO ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,412,71.60%,6.80%,B,88,B,85,B,89,Not Rated,        .,B,89,B,86
4581,107902,,BROWNSBORO ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,314,60.50%,4.80%,B,81,B,80,B,84,C,70,B,84,C,74
4582,107904,,CROSS ROADS ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,254,59.80%,5.90%,A,90,B,85,A,91,A,91,B,86,B,88
4583,107905,,EUSTACE ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,480,74.60%,4.20%,B,83,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4584,107905,,EUSTACE ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,363,73.00%,4.70%,B,83,C,78,B,85,B,85,B,85,C,79
4585,107906,,MALAKOFF ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,476,70.60%,6.30%,B,87,A,91,A,91,B,82,A,91,C,78
4586,107906,,MALAKOFF ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,245,72.70%,9.40%,B,89,B,88,A,90,A,90,A,90,B,88
4587,107908,,MURCHISON ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,179,68.20%,8.90%,Not Rated: Senate Bill 1365,69,C,70,C,70,Not Rated: Senate Bill 1365,67,C,70,Not Rated: Senate Bill 1365,66
4588,107910,,LAPOYNOR ISD,REGION 07: KILGORE,HENDERSON,Elementary,No,No,202,57.90%,2.00%,C,71,C,72,C,70,Not Rated: Senate Bill 1365,58,C,70,Not Rated: Senate Bill 1365,69
4589,108802,,HORIZON MONTESSORI PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,354,79.70%,31.40%,C,72,Not Rated: Senate Bill 1365,57,C,74,C,74,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,66
4590,108802,,HORIZON MONTESSORI PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,293,60.40%,19.80%,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,30
4591,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,768,98.60%,50.70%,A,90,C,74,A,95,A,95,B,84,C,79
4592,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,730,87.90%,42.90%,A,97,A,91,A,96,A,96,A,92,A,100
4593,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,821,94.60%,71.10%,A,99,B,88,A,98,A,98,A,91,A,100
4594,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,850,94.10%,64.50%,B,89,C,74,A,93,A,93,B,83,C,78
4595,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,850,83.20%,34.40%,A,95,B,83,A,94,A,94,A,90,A,96
4596,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,777,90.50%,59.60%,B,86,C,70,B,89,B,89,C,77,C,78
4597,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,779,94.60%,69.10%,B,89,C,74,A,93,A,93,B,83,C,78
4598,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,813,94.00%,87.70%,A,91,C,76,A,96,A,96,B,85,C,79
4599,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,787,84.80%,46.30%,A,92,C,77,A,95,A,95,B,85,B,85
4600,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,668,90.00%,40.10%,A,91,C,77,A,93,A,93,B,85,B,85
4601,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,858,78.20%,63.10%,A,97,B,86,A,96,A,96,A,90,A,100
4602,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,694,79.10%,55.00%,A,97,B,89,A,95,A,95,A,91,A,100
4603,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,840,88.70%,45.20%,A,97,A,90,A,95,A,95,A,91,A,100
4604,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,811,94.60%,75.80%,A,94,B,83,A,96,A,96,A,90,A,90
4605,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,870,95.90%,54.50%,A,94,B,83,A,96,A,96,A,90,B,89
4606,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,812,87.60%,64.30%,A,92,C,75,A,96,A,96,B,83,B,84
4607,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,816,82.10%,53.90%,A,91,C,79,A,96,A,96,B,87,C,78
4608,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,672,95.20%,49.00%,A,91,C,77,A,93,A,93,B,86,B,86
4609,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,629,85.10%,8.90%,A,94,A,91,A,92,A,92,A,92,A,100
4610,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,841,74.40%,12.70%,A,95,A,90,A,93,A,93,A,91,A,100
4611,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,675,89.90%,16.90%,B,87,C,75,A,91,A,91,B,84,C,78
4612,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,666,78.70%,14.90%,A,94,C,78,A,96,A,96,B,85,B,89
4613,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,567,95.20%,24.20%,B,88,Not Rated: Senate Bill 1365,65,A,92,A,92,C,73,C,77
4614,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,694,69.30%,17.30%,A,94,B,80,A,93,A,93,B,85,A,96
4615,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,674,65.60%,12.00%,A,96,A,91,A,94,A,94,A,91,A,100
4616,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,704,89.30%,14.50%,A,90,C,74,A,94,A,94,B,83,C,79
4617,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,827,82.10%,23.00%,B,88,C,76,A,91,A,91,B,84,B,81
4618,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,840,77.00%,14.90%,B,89,B,85,A,90,B,88,A,90,B,86
4619,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,635,88.20%,12.10%,A,96,A,90,A,94,A,94,A,91,A,100
4620,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,706,90.10%,61.00%,B,89,C,77,A,93,A,93,B,85,B,81
4621,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,682,91.30%,73.30%,B,88,C,72,A,92,A,92,B,80,C,78
4622,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,675,77.30%,43.90%,A,91,C,77,A,96,A,96,B,85,B,80
4623,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,630,74.00%,47.10%,A,90,C,75,A,93,A,93,B,81,B,82
4624,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,714,61.10%,26.60%,B,87,C,73,A,91,A,91,C,74,C,76
4625,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,874,87.10%,48.20%,B,89,C,73,A,95,A,95,B,81,C,76
4626,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,674,92.30%,49.00%,A,92,B,80,A,94,A,94,B,89,B,88
4627,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,973,66.00%,27.40%,A,91,B,82,A,92,A,92,B,85,B,89
4628,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,611,68.90%,38.10%,C,74,C,72,C,75,Not Rated,        .,C,75,C,72
4629,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,529,87.50%,22.70%,B,83,C,72,B,86,B,86,C,79,C,77
4630,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,517,82.40%,33.50%,A,96,C,78,A,94,A,94,B,86,A,100
4631,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,567,88.40%,46.90%,A,90,C,72,A,93,A,93,B,80,B,82
4632,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,595,90.90%,77.80%,B,89,C,78,B,87,Not Rated,        .,B,87,A,94
4633,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,615,79.00%,40.30%,B,80,Not Rated: Senate Bill 1365,64,B,83,B,83,Not Rated: Senate Bill 1365,67,C,73
4634,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,341,85.90%,34.00%,B,80,Not Rated: Senate Bill 1365,58,B,83,B,83,Not Rated: Senate Bill 1365,60,C,72
4635,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,667,65.10%,10.90%,A,94,A,91,A,91,Not Rated,        .,A,91,A,100
4636,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,591,83.90%,46.00%,C,76,Not Rated: Senate Bill 1365,56,C,79,C,79,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,68
4637,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,610,79.20%,27.90%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,54,C,70,C,70,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,67
4638,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,400,79.80%,19.50%,A,94,A,90,A,91,Not Rated,        .,A,91,A,100
4639,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,343,90.10%,59.80%,B,89,B,80,B,89,Not Rated,        .,B,89,B,89
4640,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,439,94.80%,58.80%,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,63,Not Rated,        .,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,63
4641,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,507,66.90%,9.50%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4642,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,480,55.40%,13.80%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4643,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,554,45.30%,24.70%,A,95,B,80,A,99,A,99,C,78,B,86
4644,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,562,77.60%,45.00%,C,78,C,72,C,79,Not Rated,        .,C,79,C,74
4645,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,564,77.00%,27.80%,A,95,C,77,A,96,A,96,B,84,A,94
4646,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,233,95.70%,54.50%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4647,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,275,68.40%,7.30%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4648,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,398,71.40%,19.30%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4649,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,307,91.20%,43.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4650,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,333,85.00%,33.90%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4651,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,350,56.90%,9.70%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4652,108808,,VANGUARD ACADEMY,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,486,81.50%,57.20%,B,88,C,75,A,92,A,92,B,83,C,79
4653,108808,,VANGUARD ACADEMY,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,593,82.60%,72.70%,A,90,C,77,A,90,A,90,B,85,A,90
4654,108809,,EXCELLENCE IN LEADERSHIP ACADEMY,REGION 01: EDINBURG,HIDALGO,Elementary,No,Yes,301,85.70%,64.80%,B,81,Not Rated: Senate Bill 1365,58,B,83,B,83,Not Rated: Senate Bill 1365,60,C,75
4655,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,407,97.80%,41.80%,B,84,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,59,C,73
4656,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,374,95.20%,47.30%,B,85,Not Rated: Senate Bill 1365,59,B,89,A,91,Not Rated: Senate Bill 1365,66,C,74
4657,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,300,95.70%,43.30%,B,80,Not Rated: Senate Bill 1365,62,B,82,B,82,C,70,C,76
4658,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,80,95.00%,55.00%,A,100,B,80,A,100,A,100,A,90,Not Rated,        .
4659,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,562,93.60%,54.80%,B,84,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,73
4660,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,292,95.20%,48.60%,A,92,C,77,A,93,A,93,B,87,B,89
4661,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,260,95.80%,70.00%,B,85,Not Rated: Senate Bill 1365,58,B,89,A,96,Not Rated: Senate Bill 1365,63,C,75
4662,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,413,94.40%,63.20%,A,91,C,71,A,97,A,97,C,79,C,78
4663,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,545,99.30%,74.10%,B,84,Not Rated: Senate Bill 1365,54,B,89,B,89,Not Rated: Senate Bill 1365,56,C,72
4664,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,701,97.40%,74.20%,B,84,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,73
4665,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,361,86.10%,30.20%,B,81,C,72,B,80,B,80,B,80,B,82
4666,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,505,98.20%,73.30%,B,84,Not Rated: Senate Bill 1365,53,B,89,B,89,Not Rated: Senate Bill 1365,55,C,72
4667,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,416,90.90%,47.40%,B,85,Not Rated: Senate Bill 1365,58,B,89,A,91,Not Rated: Senate Bill 1365,62,C,75
4668,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,606,94.60%,70.00%,B,88,C,70,A,92,A,92,C,78,C,78
4669,108903,,EDCOUCH-ELSA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,367,94.00%,51.20%,B,84,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,71
4670,108903,,EDCOUCH-ELSA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,349,94.80%,22.60%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,54,C,72,C,72,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,63
4671,108903,,EDCOUCH-ELSA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,399,91.70%,23.60%,B,82,Not Rated: Senate Bill 1365,55,B,86,B,86,Not Rated: Senate Bill 1365,57,C,71
4672,108903,,EDCOUCH-ELSA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,449,89.80%,20.00%,B,87,C,72,A,91,A,91,B,81,C,78
4673,108903,,EDCOUCH-ELSA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,306,94.40%,28.40%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4674,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,360,91.90%,28.10%,A,98,A,92,A,97,A,97,A,93,A,100
4675,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,310,79.70%,33.50%,A,91,C,77,A,94,A,94,B,84,B,85
4676,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,446,94.40%,57.20%,A,91,C,73,A,96,A,96,B,82,C,79
4677,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,531,91.90%,52.50%,A,91,C,75,A,95,A,95,B,84,B,80
4678,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,448,62.10%,22.50%,A,97,A,92,A,95,A,95,A,92,A,100
4679,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,625,45.60%,10.20%,A,95,A,91,A,93,A,93,B,88,A,100
4680,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,367,94.00%,29.20%,A,95,C,76,A,93,A,93,B,85,A,98
4681,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,375,93.60%,41.30%,A,93,C,77,A,93,A,93,B,87,A,94
4682,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,446,90.10%,50.70%,A,93,C,75,A,92,A,92,B,84,A,94
4683,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,474,87.60%,42.00%,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,74
4684,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,305,85.90%,26.90%,A,91,C,75,A,96,A,96,B,83,C,78
4685,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,416,60.30%,18.00%,A,96,A,90,A,96,A,96,A,90,A,96
4686,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,353,89.80%,34.60%,A,94,C,77,A,96,A,96,B,85,B,88
4687,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,608,44.40%,11.20%,A,97,A,93,A,95,A,95,A,91,A,100
4688,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,672,94.00%,68.80%,A,95,C,77,A,96,A,96,B,87,A,94
4689,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,657,85.10%,33.90%,A,95,B,88,A,95,A,95,A,91,A,94
4690,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,538,85.30%,15.10%,A,97,B,85,A,96,A,96,A,90,A,100
4691,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,390,94.90%,69.50%,A,97,B,86,A,96,A,96,A,91,A,100
4692,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,623,86.20%,27.30%,A,92,C,76,A,94,A,94,B,84,B,88
4693,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,579,90.30%,53.00%,A,91,C,73,A,94,A,94,B,82,B,84
4694,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,440,95.70%,49.10%,B,88,C,74,A,91,A,91,B,83,B,81
4695,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,381,83.20%,34.60%,B,88,C,77,A,92,A,92,B,85,B,80
4696,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,366,85.00%,29.00%,A,95,A,90,A,93,A,93,A,91,A,100
4697,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,457,94.10%,61.10%,B,87,Not Rated: Senate Bill 1365,65,A,92,A,92,C,73,C,76
4698,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,651,94.20%,63.40%,A,91,C,72,A,95,A,95,B,81,B,80
4699,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,393,82.70%,48.10%,A,96,B,83,A,94,A,94,A,90,A,100
4700,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,375,88.50%,54.10%,A,97,C,75,A,96,A,96,B,84,A,98
4701,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,627,90.10%,49.40%,A,98,B,86,A,97,A,97,A,91,A,100
4702,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,589,63.00%,24.30%,A,93,A,91,A,97,A,97,A,91,B,85
4703,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,475,85.50%,43.60%,A,95,B,80,A,93,A,93,B,88,A,100
4704,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,510,84.90%,42.70%,A,92,C,78,A,92,A,92,B,86,A,92
4705,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,379,99.70%,56.20%,A,91,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4706,108905,,HIDALGO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,292,93.20%,77.40%,A,94,B,88,A,91,A,90,A,91,A,100
4707,108905,,HIDALGO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,280,92.90%,66.80%,A,94,A,90,A,92,Not Rated,        .,A,92,A,100
4708,108905,,HIDALGO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,321,86.90%,65.10%,A,94,A,91,A,94,A,94,A,92,A,94
4709,108905,,HIDALGO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,266,89.80%,63.50%,A,94,A,91,A,92,Not Rated,        .,A,92,A,100
4710,108905,,HIDALGO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,26,100.00%,61.50%,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4711,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,415,95.70%,56.90%,B,88,C,70,A,92,A,92,C,78,C,78
4712,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,417,88.50%,63.30%,A,95,C,77,A,97,A,97,B,86,B,89
4713,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,514,90.90%,53.70%,A,91,C,75,A,92,A,92,B,84,A,90
4714,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,781,60.70%,30.50%,A,97,A,92,A,95,A,95,A,92,A,100
4715,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,397,90.90%,46.10%,B,88,C,71,A,92,A,92,C,79,C,78
4716,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,475,92.40%,54.30%,B,88,C,73,A,92,A,92,B,82,C,79
